layer,src0_name,n_tokens,top_k,n_expert,ids
2,"blk.2.ffn_down_exps.weight",1,8,232,131 145 230 148 176 58 142 192
3,"blk.3.ffn_gate_exps.weight",1,8,232,206 84 85 169 107 161 70 180
3,"blk.3.ffn_up_exps.weight",1,8,232,206 84 85 169 107 161 70 180
3,"blk.3.ffn_down_exps.weight",1,8,232,206 84 85 169 107 161 70 180
4,"blk.4.ffn_gate_exps.weight",1,8,232,77 42 203 118 94 51 174 196
4,"blk.4.ffn_up_exps.weight",1,8,232,77 42 203 118 94 51 174 196
4,"blk.4.ffn_down_exps.weight",1,8,232,77 42 203 118 94 51 174 196
5,"blk.5.ffn_gate_exps.weight",1,8,232,48 71 110 58 7 209 42 2
5,"blk.5.ffn_up_exps.weight",1,8,232,48 71 110 58 7 209 42 2
5,"blk.5.ffn_down_exps.weight",1,8,232,48 71 110 58 7 209 42 2
6,"blk.6.ffn_gate_exps.weight",1,8,232,114 137 221 17 52 63 83 16
6,"blk.6.ffn_up_exps.weight",1,8,232,114 137 221 17 52 63 83 16
6,"blk.6.ffn_down_exps.weight",1,8,232,114 137 221 17 52 63 83 16
7,"blk.7.ffn_gate_exps.weight",1,8,232,7 11 24 22 146 78 136 51
7,"blk.7.ffn_up_exps.weight",1,8,232,7 11 24 22 146 78 136 51
7,"blk.7.ffn_down_exps.weight",1,8,232,7 11 24 22 146 78 136 51
8,"blk.8.ffn_gate_exps.weight",1,8,232,40 111 39 65 60 143 56 198
8,"blk.8.ffn_up_exps.weight",1,8,232,40 111 39 65 60 143 56 198
8,"blk.8.ffn_down_exps.weight",1,8,232,40 111 39 65 60 143 56 198
9,"blk.9.ffn_gate_exps.weight",1,8,232,49 184 42 110 180 183 128 123
9,"blk.9.ffn_up_exps.weight",1,8,232,49 184 42 110 180 183 128 123
9,"blk.9.ffn_down_exps.weight",1,8,232,49 184 42 110 180 183 128 123
10,"blk.10.ffn_gate_exps.weight",1,8,232,77 30 201 64 122 107 108 25
10,"blk.10.ffn_up_exps.weight",1,8,232,77 30 201 64 122 107 108 25
10,"blk.10.ffn_down_exps.weight",1,8,232,77 30 201 64 122 107 108 25
11,"blk.11.ffn_gate_exps.weight",1,8,232,20 12 5 46 224 89 26 16
11,"blk.11.ffn_up_exps.weight",1,8,232,20 12 5 46 224 89 26 16
11,"blk.11.ffn_down_exps.weight",1,8,232,20 12 5 46 224 89 26 16
12,"blk.12.ffn_gate_exps.weight",1,8,232,24 25 117 41 16 127 22 56
12,"blk.12.ffn_up_exps.weight",1,8,232,24 25 117 41 16 127 22 56
12,"blk.12.ffn_down_exps.weight",1,8,232,24 25 117 41 16 127 22 56
13,"blk.13.ffn_gate_exps.weight",1,8,232,29 158 80 116 77 15 78 56
13,"blk.13.ffn_up_exps.weight",1,8,232,29 158 80 116 77 15 78 56
13,"blk.13.ffn_down_exps.weight",1,8,232,29 158 80 116 77 15 78 56
14,"blk.14.ffn_gate_exps.weight",1,8,232,5 19 13 175 78 150 103 226
14,"blk.14.ffn_up_exps.weight",1,8,232,5 19 13 175 78 150 103 226
14,"blk.14.ffn_down_exps.weight",1,8,232,5 19 13 175 78 150 103 226
15,"blk.15.ffn_gate_exps.weight",1,8,232,70 145 59 42 189 51 209 78
15,"blk.15.ffn_up_exps.weight",1,8,232,70 145 59 42 189 51 209 78
15,"blk.15.ffn_down_exps.weight",1,8,232,70 145 59 42 189 51 209 78
16,"blk.16.ffn_gate_exps.weight",1,8,232,179 229 107 147 117 196 181 226
16,"blk.16.ffn_up_exps.weight",1,8,232,179 229 107 147 117 196 181 226
16,"blk.16.ffn_down_exps.weight",1,8,232,179 229 107 147 117 196 181 226
17,"blk.17.ffn_gate_exps.weight",1,8,232,132 192 90 119 129 26 48 193
17,"blk.17.ffn_up_exps.weight",1,8,232,132 192 90 119 129 26 48 193
17,"blk.17.ffn_down_exps.weight",1,8,232,132 192 90 119 129 26 48 193
18,"blk.18.ffn_gate_exps.weight",1,8,232,153 42 93 30 47 109 214 98
18,"blk.18.ffn_up_exps.weight",1,8,232,153 42 93 30 47 109 214 98
18,"blk.18.ffn_down_exps.weight",1,8,232,153 42 93 30 47 109 214 98
19,"blk.19.ffn_gate_exps.weight",1,8,232,187 215 48 226 107 56 197 190
19,"blk.19.ffn_up_exps.weight",1,8,232,187 215 48 226 107 56 197 190
19,"blk.19.ffn_down_exps.weight",1,8,232,187 215 48 226 107 56 197 190
20,"blk.20.ffn_gate_exps.weight",1,8,232,75 226 115 32 174 116 132 216
20,"blk.20.ffn_up_exps.weight",1,8,232,75 226 115 32 174 116 132 216
20,"blk.20.ffn_down_exps.weight",1,8,232,75 226 115 32 174 116 132 216
21,"blk.21.ffn_gate_exps.weight",1,8,232,103 201 55 152 91 75 58 97
21,"blk.21.ffn_up_exps.weight",1,8,232,103 201 55 152 91 75 58 97
21,"blk.21.ffn_down_exps.weight",1,8,232,103 201 55 152 91 75 58 97
22,"blk.22.ffn_gate_exps.weight",1,8,232,188 161 126 174 34 118 39 146
22,"blk.22.ffn_up_exps.weight",1,8,232,188 161 126 174 34 118 39 146
22,"blk.22.ffn_down_exps.weight",1,8,232,188 161 126 174 34 118 39 146
23,"blk.23.ffn_gate_exps.weight",1,8,232,63 183 202 230 126 146 4 162
23,"blk.23.ffn_up_exps.weight",1,8,232,63 183 202 230 126 146 4 162
23,"blk.23.ffn_down_exps.weight",1,8,232,63 183 202 230 126 146 4 162
24,"blk.24.ffn_gate_exps.weight",1,8,232,196 190 184 129 173 162 75 166
24,"blk.24.ffn_up_exps.weight",1,8,232,196 190 184 129 173 162 75 166
24,"blk.24.ffn_down_exps.weight",1,8,232,196 190 184 129 173 162 75 166
25,"blk.25.ffn_gate_exps.weight",1,8,232,56 194 68 106 91 9 193 165
25,"blk.25.ffn_up_exps.weight",1,8,232,56 194 68 106 91 9 193 165
25,"blk.25.ffn_down_exps.weight",1,8,232,56 194 68 106 91 9 193 165
26,"blk.26.ffn_gate_exps.weight",1,8,232,174 101 103 203 93 94 178 222
26,"blk.26.ffn_up_exps.weight",1,8,232,174 101 103 203 93 94 178 222
26,"blk.26.ffn_down_exps.weight",1,8,232,174 101 103 203 93 94 178 222
27,"blk.27.ffn_gate_exps.weight",1,8,232,141 111 140 62 190 16 132 15
27,"blk.27.ffn_up_exps.weight",1,8,232,141 111 140 62 190 16 132 15
27,"blk.27.ffn_down_exps.weight",1,8,232,141 111 140 62 190 16 132 15
0,"blk.0.ffn_gate_exps.weight",1,8,232,73 15 226 21 140 77 182 18
0,"blk.0.ffn_up_exps.weight",1,8,232,73 15 226 21 140 77 182 18
0,"blk.0.ffn_down_exps.weight",1,8,232,73 15 226 21 140 77 182 18
1,"blk.1.ffn_gate_exps.weight",1,8,232,54 33 3 50 144 149 162 200
1,"blk.1.ffn_up_exps.weight",1,8,232,54 33 3 50 144 149 162 200
1,"blk.1.ffn_down_exps.weight",1,8,232,54 33 3 50 144 149 162 200
2,"blk.2.ffn_gate_exps.weight",1,8,232,183 147 112 113 169 17 92 29
2,"blk.2.ffn_up_exps.weight",1,8,232,183 147 112 113 169 17 92 29
2,"blk.2.ffn_down_exps.weight",1,8,232,183 147 112 113 169 17 92 29
3,"blk.3.ffn_gate_exps.weight",1,8,232,158 138 49 127 141 128 110 13
3,"blk.3.ffn_up_exps.weight",1,8,232,158 138 49 127 141 128 110 13
3,"blk.3.ffn_down_exps.weight",1,8,232,158 138 49 127 141 128 110 13
4,"blk.4.ffn_gate_exps.weight",1,8,232,15 166 82 91 80 189 60 28
4,"blk.4.ffn_up_exps.weight",1,8,232,15 166 82 91 80 189 60 28
4,"blk.4.ffn_down_exps.weight",1,8,232,15 166 82 91 80 189 60 28
5,"blk.5.ffn_gate_exps.weight",1,8,232,24 86 35 148 101 48 76 89
5,"blk.5.ffn_up_exps.weight",1,8,232,24 86 35 148 101 48 76 89
5,"blk.5.ffn_down_exps.weight",1,8,232,24 86 35 148 101 48 76 89
6,"blk.6.ffn_gate_exps.weight",1,8,232,17 125 116 130 91 134 137 221
6,"blk.6.ffn_up_exps.weight",1,8,232,17 125 116 130 91 134 137 221
6,"blk.6.ffn_down_exps.weight",1,8,232,17 125 116 130 91 134 137 221
7,"blk.7.ffn_gate_exps.weight",1,8,232,106 155 146 125 31 145 11 6
7,"blk.7.ffn_up_exps.weight",1,8,232,106 155 146 125 31 145 11 6
7,"blk.7.ffn_down_exps.weight",1,8,232,106 155 146 125 31 145 11 6
8,"blk.8.ffn_gate_exps.weight",1,8,232,29 178 167 187 204 22 120 111
8,"blk.8.ffn_up_exps.weight",1,8,232,29 178 167 187 204 22 120 111
8,"blk.8.ffn_down_exps.weight",1,8,232,29 178 167 187 204 22 120 111
9,"blk.9.ffn_gate_exps.weight",1,8,232,163 157 82 41 54 110 180 223
9,"blk.9.ffn_up_exps.weight",1,8,232,163 157 82 41 54 110 180 223
9,"blk.9.ffn_down_exps.weight",1,8,232,163 157 82 41 54 110 180 223
10,"blk.10.ffn_gate_exps.weight",1,8,232,14 104 28 113 77 30 129 7
10,"blk.10.ffn_up_exps.weight",1,8,232,14 104 28 113 77 30 129 7
10,"blk.10.ffn_down_exps.weight",1,8,232,14 104 28 113 77 30 129 7
11,"blk.11.ffn_gate_exps.weight",1,8,232,71 155 121 50 20 14 96 46
11,"blk.11.ffn_up_exps.weight",1,8,232,71 155 121 50 20 14 96 46
11,"blk.11.ffn_down_exps.weight",1,8,232,71 155 121 50 20 14 96 46
12,"blk.12.ffn_gate_exps.weight",1,8,232,85 20 210 219 24 117 126 14
12,"blk.12.ffn_up_exps.weight",1,8,232,85 20 210 219 24 117 126 14
12,"blk.12.ffn_down_exps.weight",1,8,232,85 20 210 219 24 117 126 14
13,"blk.13.ffn_gate_exps.weight",1,8,232,29 128 21 218 150 137 23 75
13,"blk.13.ffn_up_exps.weight",1,8,232,29 128 21 218 150 137 23 75
13,"blk.13.ffn_down_exps.weight",1,8,232,29 128 21 218 150 137 23 75
14,"blk.14.ffn_gate_exps.weight",1,8,232,73 60 39 206 19 165 103 5
14,"blk.14.ffn_up_exps.weight",1,8,232,73 60 39 206 19 165 103 5
14,"blk.14.ffn_down_exps.weight",1,8,232,73 60 39 206 19 165 103 5
15,"blk.15.ffn_gate_exps.weight",1,8,232,79 105 128 191 36 45 43 50
15,"blk.15.ffn_up_exps.weight",1,8,232,79 105 128 191 36 45 43 50
15,"blk.15.ffn_down_exps.weight",1,8,232,79 105 128 191 36 45 43 50
16,"blk.16.ffn_gate_exps.weight",1,8,232,4 218 150 19 229 143 158 69
16,"blk.16.ffn_up_exps.weight",1,8,232,4 218 150 19 229 143 158 69
16,"blk.16.ffn_down_exps.weight",1,8,232,4 218 150 19 229 143 158 69
17,"blk.17.ffn_gate_exps.weight",1,8,232,197 199 25 176 44 91 46 192
17,"blk.17.ffn_up_exps.weight",1,8,232,197 199 25 176 44 91 46 192
17,"blk.17.ffn_down_exps.weight",1,8,232,197 199 25 176 44 91 46 192
18,"blk.18.ffn_gate_exps.weight",1,8,232,101 30 163 33 24 34 123 159
18,"blk.18.ffn_up_exps.weight",1,8,232,101 30 163 33 24 34 123 159
18,"blk.18.ffn_down_exps.weight",1,8,232,101 30 163 33 24 34 123 159
19,"blk.19.ffn_gate_exps.weight",1,8,232,79 150 17 181 195 107 184 161
19,"blk.19.ffn_up_exps.weight",1,8,232,79 150 17 181 195 107 184 161
19,"blk.19.ffn_down_exps.weight",1,8,232,79 150 17 181 195 107 184 161
20,"blk.20.ffn_gate_exps.weight",1,8,232,68 62 31 57 203 16 164 221
20,"blk.20.ffn_up_exps.weight",1,8,232,68 62 31 57 203 16 164 221
20,"blk.20.ffn_down_exps.weight",1,8,232,68 62 31 57 203 16 164 221
21,"blk.21.ffn_gate_exps.weight",1,8,232,36 126 71 85 115 151 150 122
21,"blk.21.ffn_up_exps.weight",1,8,232,36 126 71 85 115 151 150 122
21,"blk.21.ffn_down_exps.weight",1,8,232,36 126 71 85 115 151 150 122
22,"blk.22.ffn_gate_exps.weight",1,8,232,31 173 68 147 82 126 164 96
22,"blk.22.ffn_up_exps.weight",1,8,232,31 173 68 147 82 126 164 96
22,"blk.22.ffn_down_exps.weight",1,8,232,31 173 68 147 82 126 164 96
23,"blk.23.ffn_gate_exps.weight",1,8,232,42 139 31 180 109 206 84 197
23,"blk.23.ffn_up_exps.weight",1,8,232,42 139 31 180 109 206 84 197
23,"blk.23.ffn_down_exps.weight",1,8,232,42 139 31 180 109 206 84 197
24,"blk.24.ffn_gate_exps.weight",1,8,232,134 157 69 164 188 174 84 115
24,"blk.24.ffn_up_exps.weight",1,8,232,134 157 69 164 188 174 84 115
24,"blk.24.ffn_down_exps.weight",1,8,232,134 157 69 164 188 174 84 115
25,"blk.25.ffn_gate_exps.weight",1,8,232,22 39 100 63 67 94 165 178
25,"blk.25.ffn_up_exps.weight",1,8,232,22 39 100 63 67 94 165 178
25,"blk.25.ffn_down_exps.weight",1,8,232,22 39 100 63 67 94 165 178
26,"blk.26.ffn_gate_exps.weight",1,8,232,21 198 175 149 41 26 8 187
26,"blk.26.ffn_up_exps.weight",1,8,232,21 198 175 149 41 26 8 187
26,"blk.26.ffn_down_exps.weight",1,8,232,21 198 175 149 41 26 8 187
27,"blk.27.ffn_gate_exps.weight",1,8,232,174 133 165 191 8 76 116 195
27,"blk.27.ffn_up_exps.weight",1,8,232,174 133 165 191 8 76 116 195
27,"blk.27.ffn_down_exps.weight",1,8,232,174 133 165 191 8 76 116 195
0,"blk.0.ffn_gate_exps.weight",1,8,232,128 24 72 99 161 121 139 124
0,"blk.0.ffn_up_exps.weight",1,8,232,128 24 72 99 161 121 139 124
0,"blk.0.ffn_down_exps.weight",1,8,232,128 24 72 99 161 121 139 124
1,"blk.1.ffn_gate_exps.weight",1,8,232,216 195 87 85 212 172 20 227
1,"blk.1.ffn_up_exps.weight",1,8,232,216 195 87 85 212 172 20 227
1,"blk.1.ffn_down_exps.weight",1,8,232,216 195 87 85 212 172 20 227
2,"blk.2.ffn_gate_exps.weight",1,8,232,231 96 150 110 189 107 77 169
2,"blk.2.ffn_up_exps.weight",1,8,232,231 96 150 110 189 107 77 169
2,"blk.2.ffn_down_exps.weight",1,8,232,231 96 150 110 189 107 77 169
3,"blk.3.ffn_gate_exps.weight",1,8,232,24 51 2 124 150 14 142 229
3,"blk.3.ffn_up_exps.weight",1,8,232,24 51 2 124 150 14 142 229
3,"blk.3.ffn_down_exps.weight",1,8,232,24 51 2 124 150 14 142 229
4,"blk.4.ffn_gate_exps.weight",1,8,232,140 104 211 192 66 158 41 11
4,"blk.4.ffn_up_exps.weight",1,8,232,140 104 211 192 66 158 41 11
4,"blk.4.ffn_down_exps.weight",1,8,232,140 104 211 192 66 158 41 11
5,"blk.5.ffn_gate_exps.weight",1,8,232,105 131 150 155 174 100 24 231
5,"blk.5.ffn_up_exps.weight",1,8,232,105 131 150 155 174 100 24 231
5,"blk.5.ffn_down_exps.weight",1,8,232,105 131 150 155 174 100 24 231
6,"blk.6.ffn_gate_exps.weight",1,8,232,149 202 150 205 186 114 196 108
6,"blk.6.ffn_up_exps.weight",1,8,232,149 202 150 205 186 114 196 108
6,"blk.6.ffn_down_exps.weight",1,8,232,149 202 150 205 186 114 196 108
7,"blk.7.ffn_gate_exps.weight",1,8,232,174 146 223 186 177 13 24 22
7,"blk.7.ffn_up_exps.weight",1,8,232,174 146 223 186 177 13 24 22
7,"blk.7.ffn_down_exps.weight",1,8,232,174 146 223 186 177 13 24 22
8,"blk.8.ffn_gate_exps.weight",1,8,232,140 230 15 27 48 161 111 67
8,"blk.8.ffn_up_exps.weight",1,8,232,140 230 15 27 48 161 111 67
8,"blk.8.ffn_down_exps.weight",1,8,232,140 230 15 27 48 161 111 67
9,"blk.9.ffn_gate_exps.weight",1,8,232,171 180 206 213 81 207 229 63
9,"blk.9.ffn_up_exps.weight",1,8,232,171 180 206 213 81 207 229 63
9,"blk.9.ffn_down_exps.weight",1,8,232,171 180 206 213 81 207 229 63
10,"blk.10.ffn_gate_exps.weight",1,8,232,103 86 77 74 24 185 78 136
10,"blk.10.ffn_up_exps.weight",1,8,232,103 86 77 74 24 185 78 136
10,"blk.10.ffn_down_exps.weight",1,8,232,103 86 77 74 24 185 78 136
11,"blk.11.ffn_gate_exps.weight",1,8,232,177 213 46 20 210 90 144 5
11,"blk.11.ffn_up_exps.weight",1,8,232,177 213 46 20 210 90 144 5
11,"blk.11.ffn_down_exps.weight",1,8,232,177 213 46 20 210 90 144 5
12,"blk.12.ffn_gate_exps.weight",1,8,232,117 135 24 198 118 221 56 79
12,"blk.12.ffn_up_exps.weight",1,8,232,117 135 24 198 118 221 56 79
12,"blk.12.ffn_down_exps.weight",1,8,232,117 135 24 198 118 221 56 79
13,"blk.13.ffn_gate_exps.weight",1,8,232,209 166 231 19 81 76 18 97
13,"blk.13.ffn_up_exps.weight",1,8,232,209 166 231 19 81 76 18 97
13,"blk.13.ffn_down_exps.weight",1,8,232,209 166 231 19 81 76 18 97
14,"blk.14.ffn_gate_exps.weight",1,8,232,19 199 186 92 5 195 114 32
14,"blk.14.ffn_up_exps.weight",1,8,232,19 199 186 92 5 195 114 32
14,"blk.14.ffn_down_exps.weight",1,8,232,19 199 186 92 5 195 114 32
15,"blk.15.ffn_gate_exps.weight",1,8,232,190 111 59 70 223 44 145 157
15,"blk.15.ffn_up_exps.weight",1,8,232,190 111 59 70 223 44 145 157
15,"blk.15.ffn_down_exps.weight",1,8,232,190 111 59 70 223 44 145 157
16,"blk.16.ffn_gate_exps.weight",1,8,232,124 166 115 158 16 201 72 70
16,"blk.16.ffn_up_exps.weight",1,8,232,124 166 115 158 16 201 72 70
16,"blk.16.ffn_down_exps.weight",1,8,232,124 166 115 158 16 201 72 70
17,"blk.17.ffn_gate_exps.weight",1,8,232,7 130 3 97 70 20 90 67
17,"blk.17.ffn_up_exps.weight",1,8,232,7 130 3 97 70 20 90 67
17,"blk.17.ffn_down_exps.weight",1,8,232,7 130 3 97 70 20 90 67
18,"blk.18.ffn_gate_exps.weight",1,8,232,156 122 206 1 0 163 153 132
18,"blk.18.ffn_up_exps.weight",1,8,232,156 122 206 1 0 163 153 132
18,"blk.18.ffn_down_exps.weight",1,8,232,156 122 206 1 0 163 153 132
19,"blk.19.ffn_gate_exps.weight",1,8,232,209 2 0 140 214 75 222 160
19,"blk.19.ffn_up_exps.weight",1,8,232,209 2 0 140 214 75 222 160
19,"blk.19.ffn_down_exps.weight",1,8,232,209 2 0 140 214 75 222 160
20,"blk.20.ffn_gate_exps.weight",1,8,232,151 8 205 218 9 10 7 89
20,"blk.20.ffn_up_exps.weight",1,8,232,151 8 205 218 9 10 7 89
20,"blk.20.ffn_down_exps.weight",1,8,232,151 8 205 218 9 10 7 89
21,"blk.21.ffn_gate_exps.weight",1,8,232,222 183 2 113 100 8 169 85
21,"blk.21.ffn_up_exps.weight",1,8,232,222 183 2 113 100 8 169 85
21,"blk.21.ffn_down_exps.weight",1,8,232,222 183 2 113 100 8 169 85
22,"blk.22.ffn_gate_exps.weight",1,8,232,218 204 221 22 79 24 217 194
22,"blk.22.ffn_up_exps.weight",1,8,232,218 204 221 22 79 24 217 194
22,"blk.22.ffn_down_exps.weight",1,8,232,218 204 221 22 79 24 217 194
23,"blk.23.ffn_gate_exps.weight",1,8,232,142 11 18 65 12 24 79 191
23,"blk.23.ffn_up_exps.weight",1,8,232,142 11 18 65 12 24 79 191
23,"blk.23.ffn_down_exps.weight",1,8,232,142 11 18 65 12 24 79 191
24,"blk.24.ffn_gate_exps.weight",1,8,232,186 99 121 221 207 32 137 34
24,"blk.24.ffn_up_exps.weight",1,8,232,186 99 121 221 207 32 137 34
24,"blk.24.ffn_down_exps.weight",1,8,232,186 99 121 221 207 32 137 34
25,"blk.25.ffn_gate_exps.weight",1,8,232,148 143 164 19 37 12 190 123
25,"blk.25.ffn_up_exps.weight",1,8,232,148 143 164 19 37 12 190 123
25,"blk.25.ffn_down_exps.weight",1,8,232,148 143 164 19 37 12 190 123
26,"blk.26.ffn_gate_exps.weight",1,8,232,99 162 165 14 164 57 51 111
26,"blk.26.ffn_up_exps.weight",1,8,232,99 162 165 14 164 57 51 111
26,"blk.26.ffn_down_exps.weight",1,8,232,99 162 165 14 164 57 51 111
27,"blk.27.ffn_gate_exps.weight",1,8,232,201 148 175 206 104 130 185 40
27,"blk.27.ffn_up_exps.weight",1,8,232,201 148 175 206 104 130 185 40
27,"blk.27.ffn_down_exps.weight",1,8,232,201 148 175 206 104 130 185 40
0,"blk.0.ffn_gate_exps.weight",1,8,232,80 14 95 115 40 131 94 7
0,"blk.0.ffn_up_exps.weight",1,8,232,80 14 95 115 40 131 94 7
0,"blk.0.ffn_down_exps.weight",1,8,232,80 14 95 115 40 131 94 7
1,"blk.1.ffn_gate_exps.weight",1,8,232,1 205 123 96 224 200 109 30
1,"blk.1.ffn_up_exps.weight",1,8,232,1 205 123 96 224 200 109 30
1,"blk.1.ffn_down_exps.weight",1,8,232,1 205 123 96 224 200 109 30
2,"blk.2.ffn_gate_exps.weight",1,8,232,119 37 13 151 169 0 108 10
2,"blk.2.ffn_up_exps.weight",1,8,232,119 37 13 151 169 0 108 10
2,"blk.2.ffn_down_exps.weight",1,8,232,119 37 13 151 169 0 108 10
3,"blk.3.ffn_gate_exps.weight",1,8,232,190 36 157 142 89 167 124 223
3,"blk.3.ffn_up_exps.weight",1,8,232,190 36 157 142 89 167 124 223
3,"blk.3.ffn_down_exps.weight",1,8,232,190 36 157 142 89 167 124 223
4,"blk.4.ffn_gate_exps.weight",1,8,232,158 142 199 8 28 41 218 32
4,"blk.4.ffn_up_exps.weight",1,8,232,158 142 199 8 28 41 218 32
4,"blk.4.ffn_down_exps.weight",1,8,232,158 142 199 8 28 41 218 32
5,"blk.5.ffn_gate_exps.weight",1,8,232,11 82 135 16 218 20 100 156
5,"blk.5.ffn_up_exps.weight",1,8,232,11 82 135 16 218 20 100 156
5,"blk.5.ffn_down_exps.weight",1,8,232,11 82 135 16 218 20 100 156
6,"blk.6.ffn_gate_exps.weight",1,8,232,196 157 169 114 197 9 191 8
6,"blk.6.ffn_up_exps.weight",1,8,232,196 157 169 114 197 9 191 8
6,"blk.6.ffn_down_exps.weight",1,8,232,196 157 169 114 197 9 191 8
7,"blk.7.ffn_gate_exps.weight",1,8,232,186 97 27 13 146 215 88 211
7,"blk.7.ffn_up_exps.weight",1,8,232,186 97 27 13 146 215 88 211
7,"blk.7.ffn_down_exps.weight",1,8,232,186 97 27 13 146 215 88 211
8,"blk.8.ffn_gate_exps.weight",1,8,232,27 176 140 191 71 161 111 67
8,"blk.8.ffn_up_exps.weight",1,8,232,27 176 140 191 71 161 111 67
8,"blk.8.ffn_down_exps.weight",1,8,232,27 176 140 191 71 161 111 67
9,"blk.9.ffn_gate_exps.weight",1,8,232,171 180 206 4 123 73 158 18
9,"blk.9.ffn_up_exps.weight",1,8,232,171 180 206 4 123 73 158 18
9,"blk.9.ffn_down_exps.weight",1,8,232,171 180 206 4 123 73 158 18
10,"blk.10.ffn_gate_exps.weight",1,8,232,86 78 77 211 117 30 173 185
10,"blk.10.ffn_up_exps.weight",1,8,232,86 78 77 211 117 30 173 185
10,"blk.10.ffn_down_exps.weight",1,8,232,86 78 77 211 117 30 173 185
11,"blk.11.ffn_gate_exps.weight",1,8,232,46 20 221 16 12 89 182 38
11,"blk.11.ffn_up_exps.weight",1,8,232,46 20 221 16 12 89 182 38
11,"blk.11.ffn_down_exps.weight",1,8,232,46 20 221 16 12 89 182 38
12,"blk.12.ffn_gate_exps.weight",1,8,232,56 117 75 79 158 24 137 198
12,"blk.12.ffn_up_exps.weight",1,8,232,56 117 75 79 158 24 137 198
12,"blk.12.ffn_down_exps.weight",1,8,232,56 117 75 79 158 24 137 198
13,"blk.13.ffn_gate_exps.weight",1,8,232,29 76 106 228 151 192 1 74
13,"blk.13.ffn_up_exps.weight",1,8,232,29 76 106 228 151 192 1 74
13,"blk.13.ffn_down_exps.weight",1,8,232,29 76 106 228 151 192 1 74
14,"blk.14.ffn_gate_exps.weight",1,8,232,194 19 5 83 121 175 103 185
14,"blk.14.ffn_up_exps.weight",1,8,232,194 19 5 83 121 175 103 185
14,"blk.14.ffn_down_exps.weight",1,8,232,194 19 5 83 121 175 103 185
15,"blk.15.ffn_gate_exps.weight",1,8,232,111 70 152 145 20 93 84 91
15,"blk.15.ffn_up_exps.weight",1,8,232,111 70 152 145 20 93 84 91
15,"blk.15.ffn_down_exps.weight",1,8,232,111 70 152 145 20 93 84 91
16,"blk.16.ffn_gate_exps.weight",1,8,232,117 162 111 120 185 7 106 177
16,"blk.16.ffn_up_exps.weight",1,8,232,117 162 111 120 185 7 106 177
16,"blk.16.ffn_down_exps.weight",1,8,232,117 162 111 120 185 7 106 177
17,"blk.17.ffn_gate_exps.weight",1,8,232,100 139 104 164 93 39 214 113
17,"blk.17.ffn_up_exps.weight",1,8,232,100 139 104 164 93 39 214 113
17,"blk.17.ffn_down_exps.weight",1,8,232,100 139 104 164 93 39 214 113
18,"blk.18.ffn_gate_exps.weight",1,8,232,94 88 91 66 153 201 181 6
18,"blk.18.ffn_up_exps.weight",1,8,232,94 88 91 66 153 201 181 6
18,"blk.18.ffn_down_exps.weight",1,8,232,94 88 91 66 153 201 181 6
19,"blk.19.ffn_gate_exps.weight",1,8,232,88 71 129 229 203 127 30 231
19,"blk.19.ffn_up_exps.weight",1,8,232,88 71 129 229 203 127 30 231
19,"blk.19.ffn_down_exps.weight",1,8,232,88 71 129 229 203 127 30 231
20,"blk.20.ffn_gate_exps.weight",1,8,232,28 57 151 184 140 14 80 202
20,"blk.20.ffn_up_exps.weight",1,8,232,28 57 151 184 140 14 80 202
20,"blk.20.ffn_down_exps.weight",1,8,232,28 57 151 184 140 14 80 202
21,"blk.21.ffn_gate_exps.weight",1,8,232,156 214 71 147 230 29 47 117
21,"blk.21.ffn_up_exps.weight",1,8,232,156 214 71 147 230 29 47 117
21,"blk.21.ffn_down_exps.weight",1,8,232,156 214 71 147 230 29 47 117
22,"blk.22.ffn_gate_exps.weight",1,8,232,180 214 132 125 32 62 168 172
22,"blk.22.ffn_up_exps.weight",1,8,232,180 214 132 125 32 62 168 172
22,"blk.22.ffn_down_exps.weight",1,8,232,180 214 132 125 32 62 168 172
23,"blk.23.ffn_gate_exps.weight",1,8,232,5 110 118 197 162 227 63 54
23,"blk.23.ffn_up_exps.weight",1,8,232,5 110 118 197 162 227 63 54
23,"blk.23.ffn_down_exps.weight",1,8,232,5 110 118 197 162 227 63 54
24,"blk.24.ffn_gate_exps.weight",1,8,232,208 142 155 106 43 55 38 67
24,"blk.24.ffn_up_exps.weight",1,8,232,208 142 155 106 43 55 38 67
24,"blk.24.ffn_down_exps.weight",1,8,232,208 142 155 106 43 55 38 67
25,"blk.25.ffn_gate_exps.weight",1,8,232,32 165 29 67 38 153 7 82
25,"blk.25.ffn_up_exps.weight",1,8,232,32 165 29 67 38 153 7 82
25,"blk.25.ffn_down_exps.weight",1,8,232,32 165 29 67 38 153 7 82
26,"blk.26.ffn_gate_exps.weight",1,8,232,189 133 157 178 210 192 53 68
26,"blk.26.ffn_up_exps.weight",1,8,232,189 133 157 178 210 192 53 68
26,"blk.26.ffn_down_exps.weight",1,8,232,189 133 157 178 210 192 53 68
27,"blk.27.ffn_gate_exps.weight",1,8,232,70 135 205 109 170 85 116 97
27,"blk.27.ffn_up_exps.weight",1,8,232,70 135 205 109 170 85 116 97
27,"blk.27.ffn_down_exps.weight",1,8,232,70 135 205 109 170 85 116 97
0,"blk.0.ffn_gate_exps.weight",1,8,232,129 34 114 138 132 157 220 18
0,"blk.0.ffn_up_exps.weight",1,8,232,129 34 114 138 132 157 220 18
